radyo teleskop,radio telescope
radyo kulesi,radio tower
telsiz verici,radio transmitter; wireless transmitter
radyoaktif,radioactive
radyoaktif derişim,radioactive concentration
radyoaktif kirlenme,radioactive contamination; radiological contamination
radyometrik tarihleme,radioactive dating; radiometric dating
radyoaktif bozunma,radioactive decay
radyoaktif parçalanma hızı,radioactive decay rate
radyoaktif arındırma,radioactive decontamination
radyoaktif toz,radioactive dust; radioactive particulate
radyoaktif element,radioactive element
radyoaktif serpinti,radioactive fallout
radyoaktif işaretleyici,radioactive label; radioactive tracer; radiotracer
radyoaktif malzeme,radioactive material
radyoaktif kaynak,radioactive source
radyoaktif atık yakma,radioactive waste incineration
radyoaktif atık deposu,radioactive waste repository
nükleer atık camlaştırma,radioactive waste vitrification
radyoaktif atık,radioactive waste; nuclear waste
radyo atmometre,radio-atmometer
radyobiyoloji,radiobiology
radyokimya,radiochemistry
ışındonuk,radiodense; radiopaque
radyasyon ekolojisi,radioecology
radyoelement,radioelement
telsiz frekansı yükselteci,radio-frequency amplifier
RFID etiketi,radio-frequency identification tag; radio frequency tag; RF tag; RFID tag
radyo frekanslı tanılama,radio-frequency identification; RFID
telsiz frekans karıştırıcı,radio-frequency mixer; RF mixer
telsiz frekans spektrumu,radio-frequency spectrum; radio spectrum
mikrodalga anahtarı,radio‐frequency switch; RF switch; microwave switch
radyoimmün test,radioimmunoassay; RIA
radyoizotop termoelektrik üreteci,radioisotope thermoelectric generator; RITEG; RTG
radyoizotop,radioisotope; radioactive isotope; radio isotope
Radyolarya,Radiolaria; Radiolarian; Radiozoa
radyolarya çörtü,radiolarian chert
radyolarya toprağı,radiolarian earth
radyolarya çamuru,radiolarian ooze
radyolarit,radiolarite
radyolojik tehlike,radiological hazard
radyoloji,radiology
ışınsaydam,radiolucent
radyoışıldama,radioluminescence
radyoliz,radiolysis
radyosonda,radiometeorograph; radiosonde
radyo meteorolojisi,radiometeorology
radyometre,radiometer; roentgenometer
radyometrik çözünürlük,radiometric resolution; radiometric sensitivity
termal pürüzlülük,radiometric roughness; scalar roughness for heat; thermal roughness
radyometri,radiometry
radyoaktif çekirdek,radionuclide
radyonüklit,radionuclide; radiosotope
radyoaktif saflık,radionuclidic purity
radyofosfor,radiophosphorus
radyoskop,radioscope
radyasyon duygunluğu,radiosensitivity
toplam ışırlık,radiosity
turp,radish
turp mozaik virüsü,radish mosaic virus; RaMV
turp sarı kenar virüsü,radish yellow edge virus; RYEV
radyum,radium
radyus,radius
yarıçap,radius
çizgenin yarıçapı,radius of a graph
yakınsaklık yarıçapı,radius of convergence
eğrilik yarıçapı,radius of curvature
eylemsizlik yarıçapı,radius of gyration
etki yarıçapı,radius of influence
siklon rüzgâr çapı,radius of maximum winds
burulma yarıçapı,radius of torsion
etkilenme alanı yarıçapı,radius of vulnerability zone
tabana tümleyen,radix complement; true complement
tabansal sayı sistemi,radix numeration system
kesir ayrımı,radix point
anten korunağı,radome
radon,radon
radurizasyon,radurization
rafinoz,raffinose
kaynaşık katmanlı buz,rafted ice; telescoped ice
mertek,rafter
reglan kol,raglan sleeve
ray,rail
antişöminman takozu,rail anchor; anticreeper
otoray,rail car
geçiş eğrisi,rail curve; spiral easement; track transition curve
ray bağlantı elemanları,rail fastenings
ray mantarı,rail head; rail mushroom
ray eğimi,rail inclination
ray kesiti,rail profile
tanker,rail tanker; tank car; tank truck; tank vessel; tanker
ray gövdesi,rail web; web of rail
vagon,railcar; railroad car; railway wagon
ray kılavuzlu koridor,rail-guided aisle
demiryolu makası,railroad switch; turnout
demiryolu,railway
demiryolu balastı,railway ballast
hemzemin geçit uyarısı,railway crossing sign; railway crossing warning
demiryolu gürültüsü,railway noise
bandaj,railway tire; wheel tyre
yağmur,rain
sulusepken,rain and snow mixed; sleet; slush
yağmur bandı,rain band; rainband
kadife akarı,rain bug; red velvet mite; velvet mite
yağmur bulutu,rain cloud
yağmur kabuğu,rain crust
yağmur alanı,rain field; rainfall area
yağmur ayağı,rain foot
yağmur ormanı,rain forest
yağmur gölgesi,rain shadow
yağmur perdesi,rain shield
yağmur benzetimcisi,rain simulator; sprinkler infiltrometer
yağmurlama testi,rain test
seri yağışlar,rain training
gökkuşağı,rainbow
yağmur damlası,raindrop
damla erozyonu,raindrop erosion; rainfall erosion; rainsplash erosion
yağmur grafiği,rainfall diagram
yağış dağılımı,rainfall distribution
yağmur süresi,rainfall duration
yağmur şiddeti yinelge periyodu,rainfall intensity frequency; rainfall intensity return period; rainfall recurrence interval
yağmur şiddeti,rainfall intensity; rainfall rate
yağmur örüntüsü,rainfall pattern
yağış değişkenlik indeksi,rainfall variability index
yağmur suyu hasadı,rainfall water harvesting
yağmura dayalı tarım arazisi,rainfed agricultural land
yağmursuz bulut tabanı,rain-free base; updraft base
yağmurölçer siperi,raingauge shield; wind shield
yağmur durumu,raininess
yağış tükenmesi,rain-out
yağmur fırtınası,rainstorm
yağmur yıkıntısı,rain-wash
yağmur suyu hasadı,rainwater harvesting
yağışlı iklim,rainy climate
yağışlı mevsim,rainy season; wet season
başyukarı,raise
başyukarı delme,raise boring
masura,raised bed; raised planting bed
tabanlı kosinüs süzgeci,raised cosine filter
set güverte,raised quarter deck
kurutmalık üzüm,raisin grape
kuruincir güvesi,raisin moth
şardonlama,raising
şardon makinesi,raising machine
şardon yağı,raising oil; raising oil agent
çalıklık,rake
rake açısı,rake
taraklı sınıflandırıcı,rake classifier
rakı,raki
ral,rales
koç,ram
toplam hava sıcaklığı,ram air temperature; total air temperature
koç ve teke katımı mevsimi,ram and buck breeding season; ram and buck mating season; rutting season
RAM tümdevresi,RAM chip
sanal disk,RAM disk; virtual disk
kar darbe direnci,ram hardness profile; ram profile
koç kuzu,ram lamb; tup lamb
kar girimölçeri,ram penetrometer; ramsonde
vakumlu presleme yöntemi,ram pressing
ram sıcaklık farkı,ram rise
koç yapağısı,ram wool
rasgele erişimli bellek,RAM; random-access memory; read-write memory
Raman olayı,Raman effect; Raman scattering
Raman spektroskopisi,Raman spectroscopy
ramekin,ramekin
rami lifi,ramie fiber
ramliç koyunu,Ramlic sheep
tokmaklama,ramming
dövme refrakter karışımı,ramming mix; refractory ramming mix
sıkılama,ramming; stemming; tamping
rampa,ramp
rampa fonksiyonu,ramp function
rampadan kapıya,ramp to door
rampadan rampaya,ramp to ramp
bindirme rampası vadisi,ramp valley; ramp trough
Ramsar Sözleşmesi,Ramsar Convention
Ramsey sayısı,Ramsey number
acılaşma,rancidity; rancidness
rasgele erişimli kanal,random access channel
karar ağaçları ormanı,random decision forest; random forest
rasgele etkiler modeli,random effects model; variance components model
rasgele hata,random error
rasgele ölçüm hatası,random error of measurement; random measurement error
rasgele olay,random event; stochastic event
rasgele etmen,random factor
rasgele alan,random field
rasgele hava öngörüsü,random forecast
rasgele fonksiyon,random function; stochastic function
rasgele çizge,random graph
rastgele geliş doğrultulu,random incidence
gelişigüzel depolama,random location storage; random storage; randomized storage
rasgele gürültü,random noise
rasgele sayı üreteci,random number generator
rasgele sayı,random numbers
rasgele sayılar,random numbers
rasgele sırada hizmet,random order service; service in random order
stokastik süreç,random process; stochastic process
rasgele örneklem,random sample
rasgele örnekleme,random sampling
rasgele stok sayımı,random spot check stocktaking; random stocktaking
öznitelik torbalama,random subspace method; attribute bagging; feature bagging
rasgele değişken,random variable; stochastic variable
rasgele dalgalar,random waves
rasgele,random; stochastic
rasgele dizme,randomization
rasgele blok planı,randomized block design
rasgele parseller,randomized plot design
rasgeleleştirilmiş stratejiler,randomized strategies
rasgelelik,randomness
Raney nikeli,Raney nickel; spongy nickel
değer aralığı,range
erim,range
istatistiksel aralık,range
z ekseni,range axis; z axis
erim selesi,range bin; range cell
menzil zonu,range biozone; range zone
erim kontrolü,range check
erim daraltma,range compression
erim çözünürlüğü,range discrimination; range resolution
telemetre,range finder
radar geçitlemesi,range gate; range gating
uzaklık geçitlemesi,range gating
erim yükseklik göstergesi,range height indicator; RHI
atış menzili,range of a projectile
etki mesafesi,range of a variogram
ölçek erimi,range of indication; scale range
hareket aralığı,range of motion; range of movement; range of travel; ROM; ROT
sıcaklık erimi,range of temperatures; temperature range
mera bitkisi,range plant
uzaklık-kerteriz ekranı,range-bearing display
kerte,rank
sıra varyans analizi,rank analysis of variance
sıra ilişkisi katsayısı,rank correlation coefficient
sıra değer testi,rank order test
sıra istatistiği,rank statistics
tercihli oylama,ranked voting; preferential voting; ranked-choice voting
Rankine çevrimi,Rankine cycle
Rankine sıcaklık ölçeği,Rankine temperature scale
Rankine-Hugoniot bağıntıları,Rankine-Hugoniot conditions; Rankine-Hugoniot jump conditions; Rankine Hugoniot relations
değer sırasına koyma,ranking
sıralama testi,ranking test
sıra süzgeci,rank-order filter
fidye yazılımı,ransomware
Raoult yasası,Raoult’s law
kolza,rapa; rape; rapeseed
rapakivi graniti,rapakivi granite; wiborgite
rapakivi dokusu,rapakivi texture
rapakivi,rapakivi; wiborgite
kolza hortumluböceği,rape stem weevil
kolza tohumu küspesi,rapeseed meal
siklonun hızlı derinleşmesi,rapid deepening
süperkritik çözeltinin ani genleşmesi,rapid expansion of supercritical solutions; RESS
sel rejimi akışı,rapid flow; shooting flow; supercritical flow
doymamış bölgede arıtım,rapid infiltration; soil aquifer treatment
hızlı prototipleme,rapid prototyping
metro,rapid rail transit; subway
hızlı katılaşma,rapid solidification
siklonun hızlı kuvvetlenmesi,rapidly intensifying
roAp yıldızları,rapidly oscillating Ap stars; roAp stars
ani değişen akış,rapidly varied flow
hızlı gelişen sel,rapid-onset flood
ivinti,rapids
kancalı dokuma makinesi,rapier loom; rapier weaving machine
Rapitan tipi bantlı demir formasyonu,Rapitan-type iron formation
yakalayıcı bacak,raptorial leg
nadir toprak elementleri,rare earth element; rare earth metal
katırtırnağı çiçekseveni,rare jewel beetle
nadir tür,rare species
seyrelme şoku,rarefaction shock
ahududu çalımsı cücelik virüsü,raspberry bushy dwarf virus; RBDV
ahududu halkalı leke virüsü,raspberry ringspot virus; RpRSV
ahududu damar klorozu virüsü,raspberry vein chlorosis virus; RVCV
tarama verisi,raster data
raster görüntü,raster image
satır satır tarama,raster scan; row-by-row scanning; sequential scanning
tarama örüntüsü,raster; scanning raster
faredan,rat guard; ratguard
ratatuy,ratatouille
hız uyarlaması,rate adaptation
debi kontrol ünitesi,rate controller
hız belirleyici basamak,rate controlling step; rate determining step
getiri yönetimi,rate management; revenue management; yield management
suveren artış hızı,rate of accretion of groundwater
bırakım hızı,rate of deposition; deposition rate
navlun,rate of freight
Güneş’in dönme hızı,rate of solar rotation; solar rotation rate
hızlanma süresi,rate time
anma doğruluğu,rated accuracy
anma akımı,rated current
tanımlı çalışma koşulu,rated operating condition
anma çıkış gücü,rated output power
anma hızı,rated speed
anma rüzgâr hızı,rated wind speed
sıçan zehiri,raticide
değerleme,rating
anahtar eğrisi,rating curve
ölçüm kanalı,rating flume
oran,ratio
tane sap oranı,ratio of grain yield to stalk yield
boyut ufaltma oranı,ratio of size reduction; reduction ratio; size reduction ratio
oran ölçeği,ratio scale
oran testi,ratio test
ünikürsal eğri,rational curve; unicursal curve
rasyonel fonksiyon,rational fraction; rational function
oranlı yöntem,rational method
rasyonel sayı,rational number
rasyonel alt grup,rational sub-group
kaplamanın bozulması,ravelling; surface disintegration
yarıntı,ravine
yarıntı rüzgârı,ravine wind
ham veri,raw data
ham dolomit,raw dolomite; raw refractory dolomite
ham yakıt,raw fuel
ham sır,raw glaze
ham mermer plak,raw marble slab
çiğ süt,raw milk
farin değirmeni,raw mill; rawmill
farin,raw mix; rawmix
ham yağ,raw oil
ham fosfat,raw phosphate; rock phosphate
ham çamur,raw sludge
ham su,raw water
sulu ortamda yapak yıkama,raw wool scouring in aqueous liquor
ravinsonda,rawinsonde; rawinsonde observation
ışın,ray
ışın,ray
ışın izleme,ray tracing
ray ondülasyonu,ray undulation
ışın yüzgeçliler,ray-finned fishes
Rayleigh sönümü,Rayleigh damping
Rayleigh dağılımı,Rayleigh distribution
Rayleigh sönümlenmesi,Rayleigh fading
Rayleigh akışı,Rayleigh flow
Rayleigh eğrisi,Rayleigh line
Rayleigh sayısı,Rayleigh number
Rayleigh saçılması,Rayleigh scattering
Rayleigh dalgası,Rayleigh wave
Rayleigh oranı,Rayleigh's quotient
Raynaud sendromu,Raynaud’s phenomenon; Raynaud’s syndrom; vibration syndrome; white finger
bağıl biyolojik etkinlik,rbe; relative biological effectiveness
çeltik siyah çizgili cücelik virüsü,RBSDV; rice black streaked dwarf virus
direnç-sığaç bağlaşımı,RC coupling; resistance-capacitance coupling
RC zaman sabiti,RC time constant
kaba kapasite planlama,RCCP; rough-cut-capacity planning
kırmızı yonca benek virüsü,RCMV; red clover mottle virus
kırmızı yonca damar mozaik virüsü,RCVMV; red clover vein mosaic virus
Kaynak Tanımlama Çerçevesi,RDF; Resource Description Framework
çeltik cücelik virüsü,RDV; rice dwarf virus
yeniden soğurma,reabsorption; resorption
akarsu bölümü,reach
"Kimyasalların Kaydı, Değerlendirmesi, İzni ve Kısıtlanması Yönetmeliği","REACH regulation; Registration, Evaluation, Authorization and Restriction of Chemicals regulation"
konteyner istif aracı,reach stacker
uzatma çatallı çaka,reach truck; tele reach truck
ulaşılabilirlik,reachability
erişilebilir düğüm,reachable node; reachable vertex
sanal direni,reactance
tepken,reactant
tepki,reaction
tepki kuvveti,reaction force
tepkime mekanizması,reaction mechanism
tepkime ortamı,reaction medium
hokkalı tepsi,reaction plate; spot plate
tepkime hızı,reaction rate
tepkime hız sabiti,reaction rate coefficient; reaction rate constant
tepkime yavaşlatıcı,reaction retarder; retarder
tepkime basamağı,reaction step
tepki süresi,reaction time
tepkime süresi,reaction time
tepki süresi,reaction time; attack time; response time
tepki türbini,reaction turbine
reaksiyon odunu,reaction wood
yeniden aktifleşen fay,reactivated fault
yeniden aktifleştirme,reactivation
tepkin,reactive
reaktif agrega,reactive aggregate
tepkiyi önemseyen öngörü,reactive anticipation
reaktif karşı önlem,reactive countermeasure
tepkin akım,reactive current
reaktif boya,reactive dyestuff
tepkin yük,reactive load
reaktif susturucu,"reactive muffler, reactive silencer, reflective muffler"
reaktif azot türleri,reactive nitrogen species
reaktif organik gaz,reactive organic gas; nonmethane hydrocarbons; nonmethane organic compounds
reaktif oksijen türleri,reactive oxygen species; ROS
reaktif pudra betonu,reactive powder concrete
tepkin güç,reactive power
reaktif reçine,reactive resin
tepkenlik kontrolü,reactivity control
reaktörün acil durdurulması,reactor automatic shutdown; reactor scram; reactor trip
reaktör güvenlik kabuğu,reactor containment
reaktör kontrolü,reactor control
reaktör soğutucu akışkan,reactor coolant
reaktör kalbi,reactor core
reaktör tasarımı,reactor design
reaktör peryodu,reactor period
reaktör güvenlik sistemi,reactor protection system
reaktörün yansıtıcıyla kontrolü,reactor reflector control
reaktör güvenlik sigortası,reactor safety fuse
koruyucu zırh,reactor shield
reaktör ısıl gücü,reactor thermal power
okuma çevrimi,read cycle
salt okunur,read only
okuma darbesi,read pulse; reading pulse
çapraz okuma,read-across; read across
kolay biyobozunur,readily biodegradable
suda kolay çözünür madde,readily water-soluble substance
okuma hatası,reading error
okuma kalıbı,reading frame
okumalık sözvarlığı,reading vocabulary
beni oku dosyası,readme file
sadece okumaya açık,read-only access
okunan değer,read-out
okuma-yazma kafası,read-write head
okuma-yazma koruması,read-write protection
alesta,ready
alesta tramola,ready about
biyolojik kolay yıkılabilirlik,ready biodegradability
hazır sıva,ready made plaster; ready mixed plaster
hazır beton,ready mixed concrete
hazır harç,ready mixed mortar
gerçel eksen,real axis
gerçek sermaye,real capital
gerçek yoğunluk,real density
reel sektör,real economy; real sector
reel efektif döviz kuru,real effective exchange rate
taşınmaz mal,real estate
taşınmaz değerleme uzmanı,real estate appraiser; real estate assessor; valuator
emlak beyan değeri,real estate value statement
gerçek döviz kuru,real foreign exchange rate; real exchange rate
gerçek gaz,real gas
reel büyüme,real growth; real economic growth
gerçek görüntü,real image
reel faiz,real interest rate
gerçek yatırım,real investment
gerçel matris,real matrix
gerçel sayı,real number
gerçel doğru,real number axis
gerçel kısım,real part
karmaşık sayının gerçel kısmı,real part of complex number
gerçel düzlem,real plane
gerçek zamanlı,real time
gerçek ikiz düğümler,real twins
gerçek tip,real type
gerçel değerli fonksiyon,real valued function
gerçel doğrusal uzay,real vector space
gerçek ücret,real wages
realgar,realgar; ruby of arsenic; ruby sulphur
düzleştirme momenti,realigning torque
gerçeklik etkisi,reality effect
gerçekleşen getiri,realized yield
gerçek zamanda canlandırma,real-time animation
gerçek zamanlı bilgi işleme,real-time computing
gerçek zamanlı etkileşim,real-time interaction
gerçek zamanlı kinematik,real-time kinematic
gerçek zamanlı yer bulucu,real-time locating system; real-time locator
gerçek zamanlı işletim sistemi,real-time operating system
gerçek zamanlı işletim sistemi,real‐time operating system; RTOS
gerçek zamanlı işleme,real-time processing
gerçek zamanlı akıtım,real-time streaming
rayba,reamer
Réamur porseleni,Réamur porcelain
namlu hasat makinesi,reaper and swather
arka dingil,rear axle
arka dingil kovanı,rear axle housing
sağrı,rear butt
arka iğne yatağı,rear needle bed
arkadan itişli,rear wheel drive; RWD
akıl yürütme ağacı,reasoning tree
yeniden bütünleştirme,reassembly
Reomür ölçeği,Réaumur scale; Réaumur temperature scale
risturn,rebate
yeniden kabarcıklanma,reboil
rektifiye,reboring of engine block
konsolidasyon eğrisi,rebound curve; swelling curve
Schmidt çekici,rebound hammer; Schmidt hammer; Swiss hammer
sıçratmalı sertlik deneyi,rebound hardness test
tedaviye dirençli,recalcitrant
depolama ömrü kısa tohum,recalcitrant seed; unorthodox seed
geri toplama,recall
sipariş onay numarası,receipt authorization number
gelen çerçeve,receive frame
alış bacağı,receive leg
salt alış,receive only
alışta taşma,receive overrun
alış duyarlılığı,receive sensitivity
gelen çağrı,received call
alış gücü,received power; received signal level; received signal strength
almaç,receiver
alıcı fonksiyonu,receiver function
almaç geçitlemesi,receiver gating
alıcıdan bağımsız veri dağıtım formatı,receiver independent exchange format; RINEX format
alıcı gürültüsü,receiver noise
karar değerlendirme grafiği,receiver operating characteristics; ROC
almaç eşzamanlaması,receiver synchronization
mal kabul alanı,receiving dock
alıcı uçbirim,receiving host
alıcı ortam,receiving medium
alıcı su,receiving water
çiçek tablası,receptacle
alımlama,reception
afet kabul merkezi,reception center; reception area
alış çeşitlemesi,reception diversity
alım alanı,receptive field
trikogin,receptive hif; trichogyne
alıcı,receptor
su çekilme katsayısı,recession constant
ekonomik durgunluk,recession; economic recession
çekinik,recessive
çekinik alel,recessive allele
çekinik gen,recessive gene
çekiniklik,recessiveness
suveren besleme göleti,recharge basin
suveren besleme deneyi,recharge test
şarj edilebilir pil,"rechargeable battery; storage battery, secondary cell"
reçete,recipe
alıcı hayvan,recipient animal
karşılıklı çaprazlama,reciprocal cross
karşılıklı melezleme,reciprocal hybrids
karşılıklı yayışma,reciprocal spreading
karşılıklı translokasyon,reciprocal translocation
karşılıklı iki kapılı devre,reciprocal two-port network
doğrusal hareketli motor,reciprocating engine
ileri-geri hareket,reciprocating motion; reciprocation; see-saw motion; alternating motion
emme basma pompa,reciprocating pump
doğrusal hareketli püskürtme kolu,reciprocating spraying arm
karşılıklılık,reciprocity
atık geri kazanımı,reclamation of waste materials; refuse reclamation; waste reclamation; waste valorization; beneficial reuse; value recovery
dalımı ve eğimi özdeş kıvrım,reclined fold
tanıma yeri,recognation site
tanıma eşiği,recognition threshold
tanımlı deniz tablosu,recognized marine picture; recognized maritime picture
geri tepme,recoil
geritepme,recoil
rekombinant,recombinant
rekombinant bakteri,recombinant bacteria; bacterial recombination
rekombinant DNA teknolojisi,recombinant DNA technology
rekombinant protein,recombinant protein
rekombinasyon,recombination
yeniden birleşme,recombination
yeniden birleşme salım çizgisi,recombination line
rekombine krema,recombined cream
rekombine süt,recombined milk
tavsiye motoru,recommendation engine
tavsiye sistemi,recommendation system; recommender system
tavsiye edilen tüketim tarihi,"recommended consumption date, best before"
tüketilmesi önerilen günlük miktar,recommended daily allowance
önerilen günlük besin alımı,"recommended dietary allowance, recommended dietary intake"
yeniden yapılandırılabilir devre,reconfigurable circuit
yeniden yapılanış,reconfiguration
manyetik yeniden birleşme,reconnection
fatura tadilatı,"reconsignment, diversion"
rekonstitüe krema,reconstitued cream
yeniden yapılandırılmış deri,reconstituted leather
rekonstitüe süt,reconstituted milk
rekonstitüsyon,reconstitution
geri çatılan işaret,reconstructed signal
geriçatım algoritması,reconstruction algorithm
geriçatma hatası,reconstruction error
yeniden yapılandırmalı faz dönüşümü,reconstructive transformation
günlük en yüksek ve en düşük sıcaklıklar,record daily temperatures
tutanak formatı,record format; record structure
tutanak serimi,record layout
kayıt aygıtı,recorder
kayıt yoğunluğu,recording density
kayıt ortamı,recording medium
termograf,recording thermometer; thermograph
telafi edilebilir hata,recoverable error
kazanılabilir rezerv,recoverable reserve
toparlanma,recovery
kuyu toparlanma deneyi,recovery test
toparlanma süresi,recovery time
toparlanma süresi,recovery time
toparlanma süresi,recovery time
rekreasyon,recreation
rekreasyon alanı,recreation area
dinlenme limanı,recreation port
yeni birey katılımı,recruitment
yeniden kristalleşme,recrystallisation; recrystallization
rektal yastık,rectal pad; rectal papillae
dikdörtgen,rectangle
dikdörtgen dizilim,rectangular array
birörnek dağılım,rectangular distribution; uniform distribution
dikdörtgen paralelyüzlü,rectangular parallelepiped
dikdörtgen prizma,rectangular parallelepiped
dikdörtgen dikim,rectangular planting
dikdörtgen gerilme bloku,rectangular stress block
dikdörtgen dalga,rectangular waveform
doğrulaştırılabilir eğri,rectifiable curve
doğrultma,rectification
sınır düzeltmesi,rectification of boundary
akım doğrultucu,rectifier
doğrultmaçlı aktivasyon birimi,rectifier linear unit; ReLU
düzeltici muayene,rectifying inspection
doğrultma düzlemi,rectifying plane
doğrusal yapılı,rectilinear
doğrusal hareket,rectilinear motion; linear motion
düşey rüzgâr hız makaslaması,rectilinear wind shear; unidirectional vertical wind shear
rektum,rectum
yatık kıvrım,recumbent fold
işletilebilir rezerv,recuperable reserve
yinelge aralığı,recurrence interval; return period
tekrarlı trafik sıkışıklığı,recurrent congestion
yinelgen sinir ağı,recurrent neural network
devirli nova,recurrent nova
yinelgeli dizi,recurrent sequence
özyineleme,recursion
özyinelemeli süzgeç,recursive filter
yinelgen fonksiyon,recursive function
özyinelemeli yordam,recursive procedure
yay eğrisi hareketi,recurvature
geri dönüşümlü malzeme,recyclable material
geri dönüş akımı basınçlandırma sistemi,recycle flow pressurization system
geri dönüşüm döngüsü,recycle loop
geri dönüşüm oranı,recycle ratio
geri dönüşüm,recycling
geri kazanım kutusu,recycling bin; recycling container
geri dönüşüm maliyeti,recycling cost
kırmızı pancar,red beet
kırmızı biyoteknoloji,red biotechnology
kırmızı pirinç lekesi,red brass stain
darvücutlu lahana piskokuluböceği,red cabbage bug
kırmızı şartlı akreditif,red clause documentary credit; red clause documentary letter of credit; red clause letter of credit
kızıl kil,red clay
kırmızı topak,red clump
kırmızı topak yıldızı,red clump star
kırmızı frenküzümü,red currant
kırmızı frenküzümü,red currant
kızılgeyik,red deer
kızıl kül,red dog
kızıl parıltı,red flash
un biti,red flour beetle; rust red flour beetle
çayır tripsi,red grass thrips
kızışma lekesi,red heat
kızıl sıcaklık,red heat temperature
morkaraman koyunu,red Karaman sheep
sülyen,red lead priming coating; red lead putty
kırmızı ışıkta okunan harita,red light readable map
kırmızıboyunlu tekeböceği,red longhorn beetle
kalandriya,red maids; rock purslane
kırmızı et,red meat
kırmızıtoprak,red Mediterranean soil; terra rossa
kırmızı ağ,red network
kırmızıbiber,red pepper
kavak yaprakböceği,red poplar leaf beetle
kavun kızılböceği,red pumpkin beetle
kırmızı ahududu,red raspberry
kırmızı ahududu,red raspberry
kırmızı çeltik,red rice; weedy rice
kırmızı halka nematodu,red ring nematode
şartlı yol,red route
kızıl gökyüzü,red sky; red sunset
kırmızı kar,red snow
atmosferik kızıl cin,red sprites
kırmızı kadife kek,red velvet cake
kızıl seramik ürün,red ware
kızıl su,red water
kırmızı/siyah güvenlik kavramı,red/black concept
kızıl sırtlı örümcek kuşu,red-backed shrike
turuncuşeritli incebelliarı,red-banded sand wasp
kızıl bozunma,red-decay
kızıllaşmış yıldız,reddened star
borç vadesi,redemption date
yeniden tanımlama,redescription
kırmızı-yeşil değeri,red-green value
kırmızıkanatlı taklaböceği,red-horned cardinal click beetle
yeniden farklılaşma,redifferentiation
reeskont kredisi,rediscount credit
reeskont,rediscount; rediscounting
yeniden dağılım,redistribution
redoks çifti,redox pair
kırmızıya kayma,redshift
kırmızıya kayma-kadir ilişkisi,redshift-magnitude relation
taş yabanarısı,red-tailed bumblebee
yol kesme,reduce engine speed
indirgenmiş frekans,reduced frequency
kayma tehlikesi uyarısı,reduced friction warning
RISC mimarisi,Reduced Instruction Set Computer architecture; RISC architecture
indirgenmiş kütle,reduced mass
indirgenmiş dereceli model,reduced order model
indirgenmiş basınç,reduced pressure
indirgenmiş sıcaklık,reduced temperature
azaltılmış toprak işleme,reduced tillage
taşıyıcısı zayıflatılmış modülasyon,reduced-carrier transmission
daraltıcı fiting,reducer; reducer fitting
indirgen madde,reducer; reducing agent; reductant
indirgenebilir,reducible
parçalanabilen cebirsel çokluk,reducible algebraic variety
indirgenebilir öge,reducible element
indirgenebilir polinom,reducible polynomial
indirgen ortam,reducing environment; reducing medium
indirgen şeker,reducing sugar
redüktaz,reductase
indirgeme,reduction
indirgenme,reduction
indirgenme,reduction
redüksiyon,reduction
suyunu çektirme,reduction
devir düşürme dişlisi,reduction gear
hadde,reduction mill; rolling mill
denklemin indirgenmesi,reduction of an equation
kesit daralması,reduction of area
indirgenmiş atmosferik basınç,reduction of pressure to mean sea level
indirgenmiş hava sıcaklığı,reduction of temperature to mean sea level
renk açma patı,reduction paste; reduction thickening
redüksiyon valsi,reduction roll; grain middlings roll
deniz seviyesine indirgeme,reduction to sea level
indirgen ağartma,reductive bleaching
indirgemeyle kıl giderme,reductive unhairing
indirgen yıkama,reductive washing
artıklık,redundancy
yedeklilik,redundancy
artıklıkla hata kontrolü,redundancy check
artıklı kod,redundant code
artık kısıt,redundant constraint
artıklı enformasyon,redundant information
pekiştirme,reduplication
tarak,reed
dilli kontak,reed contact
kamış perde,reed fence; reed windbreak
tarak izi,reed mark
tarak numarası,reed number
tarak eni,reed width
sığ kayalık,reef
soğuk taşıma,reefer freight; refrigerated transport; refrigerated transportation
soğutmalı konteyner,reefer; reefer container; refrigerated container
camadan vurmak,reefing
yeniden tasarlama,re-engineering
yeniden girişli program,reentrant program
yeniden giriş noktası,reentry point
yeniden esterleşme,re-esterification
yeniden dışsatım,re-export
referans mimarisi,reference architecture
standart atmosfer koşulları,reference atmosphere; standard atmosphere
referans siyah,reference black level; black level; video black level
referans devresi,reference circuit
referans iklim istasyonu,reference climatological station
referans saat devresi,reference clock
referans koşulları,reference conditions
referans düzenleniş,reference configuration
referans bitki su tüketimi,reference crop evapotranspiration; reference evapotranspiration
karşılaştırma elektrotu,reference electrode
referans frekansı,reference frequency
referans yerçekimi ivme vektörü,reference gravity acceleration vector
referans aralığı,reference interval; reference range
kıyas düzeyi,reference level
referans sınırı,reference limit
röper,reference mark
referans malzeme,reference material
referans standardı,reference measurement standard; reference standard
referans modeli,reference model
referans gürültü,reference noise
standart elek,reference sieve
referans işaret,reference signal
karşılaştırma çözeltisi,reference solution
referans hızı,reference speed
referans yıldızı,reference star
referans GPS istasyonu,reference station
referans beyaz,reference white level; white point; reference white; target white
referans beyaz,reference white; target white; white point
gönderge,referent
rafine tahıl,refined grain
rafine zeytinyağı,refined olive oil
rafine pirina yağı,refined olive pomace oil
rafine ürün,refined product
hamur öğütücü,refiner; refining engine
petrol arıtımı,refining
saflaştırma sıcaklığı,refining temperature
ikincil pişirim,refiring
